Paragraph,True lang,Predicted lang
"""Jogo wuměłstwo njama nic wót plastiskeje kšutosći Schadowa, nic wót Krügerowego njeskóńcnego wobdarjonego profesionalizma, nic wót Menzelowego fatalizma winowatosći. Jogo wuměłstwo cyni, což w Barlinje wuměłstwo njejo cyniło pśimamem žednje: kwiśo. Jogo realizm njejo wuraznego pśeznanjenja, ale rědny instinkt; wón njestatkujo pódzajtšnje kolonialnje (lěcrownož póchada z Chóśebuza), nic markojski frugalny, nic małobergarski a nic njesebjekritiski: mjazy mužami proze jo wón temperamentny lyrikaŕ, basnikaŕ... Jogo wuměłstwo jo w swójich nejlěpšych źělach ako lubosny źiw..."". Karl Scheffler w: ""Geschichte der europäischen Malerei vom Klassizismus bis zum Impressionismus"", Berlin 1917",dsb,hsb
"У той жа час падобную ідэю выношваў Фрэдэрык Гізбарн(en), тэлеграфны інжынэр з Новай Шатляндыіі. Увесну 1851 году ён атрымаў ад заканадаўчых органаў Ньюфаўндлэнда грант і, стварыўшы кампанію, пачаў пракладу наземнай лініі. У 1853 годзе ягоная кампанія збанкрутавала, а ён быў арыштаваны за даўгі. У наступным годзе ён пазнаёміўся з Сайрусам Філдам(en). Філд запрасіў Гізбарна да сябе, каб абмеркаваць праект. Госьць падзяліўся зь Філдам ідэяй, што тэлеграфная лінія мусіць быць працягнутая зь Ньюфаўндлэнда праз Атлянтыку.",be-tarask,bel
"Poręba (pól. Poręba) jo město w pódpołdnjowej Pólskej, w šlazyńskem wójewódstwje, nad rěku Czarna Przemsza. W léśu 2008 jo w Porębie bydliło 8 747 luźi.",dsb,hsb
"Ер юзининг буюк салтанатларини сен қурмадингми? Ҳиндистоннинг, Эроннинг, Оврўпанинг улуғ хоқонларини сен юбормадингми? Эй хоқонлар ўчоғи! Эй қаҳрамонлар туғойи! Қани у чақмоқ чақишли ботир хоқонларинг? Қани аввалғи ўқ юрушли, отли бекларинг? Нечун «урҳо»ларинг эшитилмайдир?",tyv,lez
"Albert Einstein: Ist die Trägheit eines Körpers von seinem Energieinhalt abhängig? In: Annalen der Physik. 18, 1905, S. 639–643 (als Faksimile; PDF; 203 kB)",als,deu
"Chaque annee, environ 7 millions de touristes visitent la Tunisie. Ce payѕ africain de la Mediterrannee recele differents attraіts seduisants.",kin,nrm
"— Non, non, ma bonne, éj n'ai pon frouo, j' vnais seulemint os deminder si vos poviez warder ch't'épi d'blè lo, qu' j'ai dins min so, dusqu'à d'min.",pcd,wln
"S'encuentra destribuíu por tou el grobu, enque es propiu d'Urasia i el norti de África. Hue entroduzíu pol sel umanu en el restu delos continentis, desquitandu l'Antártida.",ext,ast
"I planets dal sisteme solâr a puedin jessi dividûts in dôs categoriis daûr de lôr composizion. Chei simii ae Tiere (componûts principalmentri di cret) a son clamâts planets terestris, o planets cretôs. Chei componûts soredut di materiâl gassôs, tant che chei di Joibe, a son clamâts ""Joibians"", o zigants gassôs. A voltis a ven doprade une tierce categorie par cuarps tant che Pluton, componûts principalmentri di glace: cheste categorie di planets glaçâts e tire dentri ancje une vore di cuarps no planetaris, tant che lis lunis glaçadis dai planets esteriôrs (par esempli Titan).",fur,roh
鮑照（414年－466年），字明遠，人稱鮑參軍，東海郡人（乃朝江蘇漣水縣北），南北朝詩人。宋元嘉（424年—453年）中，劉義慶以佢爲國侍郎。其後成爲太學博士、中書舍人。臨海王劉子頊鎮荊州時，由於任前軍參軍，世稱鮑參軍。466年劉子頊遵奉其兄劉子勛為正統个宋帝，出兵攻打建康个宋明帝（465年底弒殺兇暴个前廢帝劉子業，自立爲帝），參加爻所謂个「義嘉之難」（義嘉為劉子勛之年號）。劉子勛與劉子頊在同年兵敗畀殺脫，鮑照也在劉子頊个軍中畀亂兵殺害脫。,wuu,zh-yue
"Транспартныя сувязі па прасёлкавай, а затым аўтамабільнай дарозе Бабруйск — Гомель. Планоўка складаецца з дугападобнай шыротнай вуліцы. Жылыя хаты драўляныя, сядзібнага тыпу.",be-tarask,bel
"'Pismo (wót) Žiznomira (k) Mikuli: Sy w Pskowje njewólnicu kupił, a za to jo mě Kněni (za)jała. [Nejskerjej jo była wóna njewólnicu spóznała ako jadnu, kótaraž jo była se jej kšadnuła a Žiznoměr jo někak do teje wěcy spleśony, snaź ako swójźbny Mikule abo jogo wikowański partner.] Ale pótom jo družyna (swójźba, žona) za mnjo rukowała. A něnto pósćel tomu mužoju [wót kótaregož sy njewólnicu kupił] list, až ma (dalšu) njewólnicu. [Toś ta druga njewólnica by se musała pśepódaś kněni za cas, w kótaremž by rubjona njewólnica ako ""corpus delicti"" trěbna była, tak dłujko ako njejo wujasnjone, chto jo był paduch.] A com, ako som konja kupił a kněžojskego muža na njogo sadnuł, k napśeśiwostajenju pśiś. A ty, jolic hyšći njejsy pjenjeze wzeł, njewzej nic wót njogo [wót wikowarja njewólnikow, howacej mógł se plan mimo kuliś.].'",dsb,nap
"Ll'uneverzetà (d''o latino universitas, - atis) è n'istetuzzione o 'o nzieme 'e ll'aunità ca so' date a ll'educazzione superiore ed â recerca (stude diettagliate) int'a ogne manera. L'università dà grade accademece e titole prufessionale.",nap,lij
"Su cicém nyoë hana meureudu lagèë su cicém cicém pala rimuëng. Seuri su panyang teususon nibak su meureudu, nada tunggai ngon ganda, “pi-uuu”, ji’ék ngön jitren meugantoë-gantoë hana teutap.",ace,wol
"Än Daitsche Bund hänse gegrind, es Volk hod de Uffschdand geprobd, äs ärschd Parlamend hod än Kaisaraisch unna Praiße bschlosse, där Dummbaidl un Keenisch hod abgelehnd und selbschd, wie schbäda de Bismark in Versail es Daitsche Raisch ufgrischd hod, waas hald när än Daitsches Raisch und nimmi äs Hailisch Reemisch Raisch vun de Daitsch Nadzion.",pfl,als
Glasnost juga memaksudkan satu zaman tertentu yang kurangnya penapisan dan lebihnya kebebasan informasi dalam sejarah Kesatuan Soviet pada dekad 1980-an.,msa,ind
"Гасанова С. М. Очерки по даргинской диалектологии. Махачкала: : Дагестанский филиал Академии Наук СССР Институт истории, языка и литературы им. Г. Цадасы, 1970.",ava,lez
"ГІаммаб куцалда аэропорталъул инфраструктура бан буго 1990 соналда, ва гьелъ хъулухъ гьабуна халкъаздагьоркьосеб коалициялъе 1991 соналда ккараб ГІарабазул ралъдал квачІалда ккараб рагъулъ. Бчича-хисиялъул къайи баччизе аэропорт рагьана 1999 соналъул 28 ноябралъ.",ava,lez
"Вилямови́це (пол. Wilamowice [vilamɔ'viʦɛ], нем. Wilmesau, вымысӧэрысь кылын Wymysoü) — Польшаысь кар, Силезия воеводствое пыре. Та карлэн улӥсьёсыз вымысӧэрысь кылын верало.",udm,mrj
"VIII. ""to be outstanding examples representing major stages of earth's history, including the record of life, significant on-going geological processes in the development of landforms, or significant geomorphic or physiographic features"";",ext,sna
"Turkije onderandelt sinds 4 oktober 2005 met de EU aover toetreding. t Seleksieproses is estart op 20 oktober 2005. t Is onbekend wanneer en óf Turkije toe zal traeden tot de Europese Unie. De Unie is naor eigen zeggen veur 2015 niet klöör um Turkije op te nemmen. De veurige Franse regering ef n ammendement in de Franse grondwet ezet dät n referendum neudig is as Turkije toetred. Määr de Europese regelgeving stiet dit niet toe, en de Franse regering die der now zit ef an-egaeven dät ze t niet ärg vinnen as Turkije eventueel zol toetraeden.",nds-nl,lim
"Blog (Türkmen: ulgam gündeligi) ýa-da Weblog (Türkmen: san görkeziji ulgam) — internetiň soňky trendlerinden. Internet ulanyjylaryň gündelik edýän işleri we synlary barada beýlekiler bilen paýlaşylýan ulgam. Tehniki bilgi gerek bolman, öz islän zatlaryny, öz islän şekillerinde ýazan kişileriň emele getirýän, gündelige meňzeýän web sahypalarydyr.",tuk,gag
"The mint family has a large grouping of recognized hybrids. As with all classifications of plants, this list can go out of date at a moment's notice. Synonyms, along with cultivars and varieties where available, are included within the specific species.",ang,pam
時彼海中有化生龍子。八日十四日十五日。受如來齋八禁戒法。不殺不盜不婬不妄言綺語不勸飮酒。不聽作倡伎樂香花脂粉高廣床。非時不食。奉持賢聖八法。時金翅鳥王身長八千由旬。左右翅各各長四千由旬。大海縱廣三百三十六萬里。金翅鳥以翅斫水取龍。水未合頃銜龍飛出。金翅鳥法。欲食龍時先從尾而吞。到須彌山北有大緣鐵樹。高十六萬里。銜龍至彼欲得食噉。求龍尾不知處。以經日夜。明日龍出尾語金翅鳥。化生龍者我身是也。我不持八關齋法者。汝即灰滅我。金翅鳥聞之悔過自責。,kor,lzh
"Pada radius sepuluh miliar kilometer yang pertama, angin surya bergerak pada kecepatan sekitar satu juta kilometer per jam. Saat mulai berkolisi dengan medium antarbintang, angin surya mengalami perlambatan sampai akhirnya berhenti sama sekali. Titik di mana angin surya mengalami perlambatan dinamai ""termination shock"", dan titik di mana medium antarbintang dan tekanan angin surya adalah sama disebut 'heliopause'. Titik di mana medium antarbintang berbalik arah, dan mengalami perlambatan saat bertabrakan dengan heliosfer disebut bow shock.",ind,map-bms
C.Michael Hogan. 2011. Ross Sea. Eds. P.Saundry & C.J.Cleveland. Encyclopedia of Earth. National Council for Science and the Environment. Washington DC,wuu,sme
"Ойвыв комиэз (зыряна) 1921 годӧ шупкисӧ роччезлісь босьтӧм нимкодьсӧ да рочӧн шуӧны асьнысӧ дзир комиэзӧн (коми народ пӧ мы), кӧть роч наукаын нагладь лӧсьӧтісӧ ним коми-зыряна, мед вежӧртны, кӧдладорись комиэз йылісь сёрниыс.",koi,kom
Hermann Timm: Die heilige Revolution. Das religiöse Totalitätskonzept der Frühromantik. Schleiermacher – Novalis – Friedrich Schlegel. Francfurt a.M. 1978.,roh,dsb
Narat fintzas de èssere una fan de su rapper Eminem e s' at fatu tatuare su nòmene suo in su bratzu ca narat chi l' apet fatu cumpangia cun is cantzones suas in sas dies tristas (mancari imoe su tatuàgiu siat istadu tramudadu in una canaca de rosas).,srd,rup
"Шамхал поселокалда тӀобитӀараб данделъиялда кӀалъазе рахъараз бицана жидерго халкъалъул бугеб къваридаб къисматалъулги, улкаялъул ва республикаялъул нухмалъиялъ кӀвар кьолеб гьечӀолъиялъулги.",ava,lez
"Warminaka: Josephine Dillon (1924-1930), Maria ""Ria"" Franklin Printiss Lucas Langham (1931-1939), Carole Lombard (1939-1942), Sylvia Ashley (1949-1952), Kay Williams (1955-1960).",aym,szl
"Kinsjasa, earder Leopoldstêd, is de haadstêd en grutste stêd fan de Demokratyske Republyk Kongo. Mei in befolking fan sa'n 7,5 miljoen is it ek ien fan de grutste stêden fan Afrika besuden de Sahara. It is in stêd fan grutte kontrasten mei sjike wenwiken, kommersjele wiken, twa universiteiten en syn útwreidzjende krottewiken neist elkoar.",fry,afr
"A subset of this group includes pagsasao that have been heavily influenced by American Sign Pagsasao (ASL), or are regional varieties of ASL. Bolivian Sign Pagsasao is sometimes considered a dialect of ASL. Thai Sign Pagsasao is a mixed pagsasao derived from ASL and the native sign pagsasao of Bangkok and Chiang Mai, and may be considered part of the ASL family. Others possibly influenced by ASL include Ugandan Sign Pagsasao, Kenyan Sign Pagsasao, Philippine Sign Pagsasao and Malaysian Sign Pagsasao.",ilo,ang
