sentence,lang
"Dana 1. listopada 1991. godine tvz.Jugoslavenska Narodna Armija i četnici iz Crne Gore i istočne Hercegovine napadaju prostor Dubrovačko-neretvanske županije, te zauzimaju njen veći dio. Tijekom Domovinskog rata u Dubrovačko-neretvanskoj županiji spaljeno je i opljačkano 14 194 kuća.",hrv
"Plod je posebno bogat eteričnim uljem i rabi se kao začin ili čaj protiv nadimanja i kao blago sredstvo protiv kašlja kod djece i kod proljeva i drugih probavnih smetnji kod dojenčadi. U povrtlarstvu je posebno odgojena jedna vrsta koja ima zadebljale početke stabljike koji oblikuju oblik sličan glavici luka odmah iznad zemlje. Ta sočna zadebljanja upotrebljavaju se kao povrće u ishrani, bilo termički obrađeno ili u salati. Listovi se također upotreblljavaju kao začin a u tradicionalnoj kuhinji se koristi uz ribu.",hrv
Napomena: U 1991. povećano pripajanjem nenaseljenog dijela područja naselja Varaždin te smanjeno izdvajanjem nenaseljenog dijela područja naselja koji je pripojen naselju Varaždin.,hrv
1959: Fischer – Petrosjan – Jedina poznatija partija u kojoj su 4 dame bile na tabli u rasponu od 7 poteza. Završena je remijem po dogovoru.,bos
"1200. Ana se udala za Teodora I Laskarisa, a isti se dan udala i njena sestra Irena Komnena Anđeo; Irenin muž je bio Aleksije Komnen Paleolog. Anin prvi muž je bio plemić Ishak Komnen.",bos
"Pustinjska mačka (lat. Felis margarita) je vrsta zvijeri iz porodice mačaka, potpuno prilagođena životu u pustinji. Živi u pustinjama sjeverne Afrike, te jugozapadne i središnje Azije.",hrv
"Reakcije na linkove bile su različite. Mnogi ljubitelji smatrali su da oni kvare tok koncerata. Većina britanskih novina bila je veoma kritički raspoložena. Novinar NME-a napisao je: ""Linkovi sa Bosnom bili su daleko od svakog ukusa. Bili su uvredljivi."" Bono je mislio da na ovaj način grupa skreće pažnju javnosti na važan događaj, iako je priznao da su linkovi bili najteža stvar koju su uradili u karijeri. Gitarist The Edge rekao je: ""Mi obično ne viđamo takvu vrstu hladnih, teških vijesti. Dobijamo veoma prečišćeni, urednički pogled na sve... Kad gledate vijesti na TV-u, dobijate nešto što se može prihvatiti, dok je ovo većinu vremena bilo neprihvatljivo. I zbog tog razloga mislim da je to veoma pogodilo ljude, uključujući i nas."" Mullen je bio zabrinut da grupa iskorištava patnju Bosanaca za zabavu. Tokom prijenosa s koncerta na Wembleyu 3 žene iz Sarajeva upitale su šta grupa namjerava učiniti kako bi pomogla prije no što su rekle Bonu: ""Znamo da ne namjeravate učiniti ništa za nas. Vratit ćete se svom rock-koncertu. Zaboravit ćete da čak i postojimo. A mi ćemo svi umrijeti."" Tokom prijenosa s koncerta u Glasgowu jedna Bosanka rekla je publici: ""I mi bismo voljeli čuti muziku, ali čujemo samo vriskove ranjenih i mučenih ljudi i silovanih žena."" Neki ljudi bili su uznemireni okolnostima u Sarajevu i motivirani da se pridruže humanitarnom projektu War Child, uključujući i producenta U2-a, Briana Ena. Uprkos U2-ovoj obavezanosti prema turneji i nemogućnosti da nastupi u Sarajevu tokom rata, obećali su da će jednog dana to učiniti.",bos
"Млазни мотори, често су конструктивно модификовани за апликације изван ваздухопловства, као индустријске гасне турбине. Они се користе у производњи електричне енергије, погон пумпи за уље и у друге, сличне сврхе. Многи од ових мотора су изведени из старијих војних турбомлазних мотора, као што су Прат енд Витнеј J57 и J75.",srp
"Bole-Tangale jezici, skupina A.2 zapadnočadskih jezika iz Nigerije. Podijeljena je na dvije uže skupine, bole sa 14 i tangale sa 7 jezika. Zajedno sa jezicima A.1. Hausa-Gwandara (2); A.3. Angas-Gerka (12) i A.4. Ron-Fyer (7) čini zapadnočadsku A skupinu.",hrv
"Унија је основана 17. фебруара 2006. године од стране групе студената ФПС-а као нестраначко, невладино, непрофитно и волонтерско друштво. На XIV редовној Скупштини Студентске уније Србије одржаној од 15 - 17. децембра 2006. године примљена је у придружено чланство СУСа без и једног гласа против.",srp
"Knjiga: ""Nacionalni sastav stanovništva - Rezultati za Republiku po opštinama i naseljenim mjestima 1991."", statistički bilten br. 234, Izdanje Državnog zavoda za statistiku Republike Bosne i Hercegovine, Sarajevo.",hrv
"Дисплеји изложени од 2011 до 2013 од стране Samsung компаније показали су флексибилан, тродимезионалан , несаломив и транспарентан Super AMOLED Plus дисплеј који користи веома високу резолуцију на различитим величинама телефона. Ови необјављени прототипи користе полимер без потребе за стакленом заштитом, металном задњим делом и додирном матрицом, спајајућу их у један слој .",srp
Leopard 2A6M – verzije Leoparda 2 koje su modifikovane sa protivminskom zaštitom. Modifikacija je provedena s ciljem zaštite vojnika koji sudjeluju u mirovnim misijama u kriznim područjima.,bos
"Франц је студирао од 1978. године до 1982. на Карловом универзитету у Прагу. После доктората окренуо се ка уметности и после приватног студија сликања, код сликара Карела Сучека и компонирања музике код композитора Владимира Сомера он је основао једну групу уметника где је радио као композитор.",srp
"Smrtna kazna u svijetu, zemlje koje su je potpuno ukinule ili potpuno zadržale, zemlje koje su je ukinule u praksi (a zadržale u zakonu)ili ukinule samo za klasične zločine na Amnesty.org",hrv
"Након капитулације Италије 1943. године, Немци окупирају Албанију и Косово. Немци формирају квислиншке организације Другу призренску лигу 16. септембра 1943. и Косовски пук (Регјимент Косова) крајем 1943. године. Јануара 1944. је одржана Бујанска конференција, на којој је Народноослободилачки одбор Косова донео одлуку о прикључењу Косова Албанији. Одлука косовских партизана о прикључењу Косова Албанији није спроведена због великог утицаја Срба и Црногораца у југословенском комунистичком врху.",srp
"Približno između 10.000. p. n. e. i 6.000. p. n. e., završetkom ledenog doba, došlo je na području Britanskih ostrva do otopljavanja klime pa je tako potopljena i prevlaka koja je preko Sjevernog mora spajala Englesku sa kontinentom. Toplija klima dovela je do pojave većeg broja biljaka i životinja, pa tako i do prvih lovaca skupljača, a nakon njih i prvih ratara. Prvi dokazi korištenja pluga na području Engleske pojavili su se 3.500. p. n. e. Usljed razvoja poljoprivrede došlo je i do povećanja broja stanovništva pa se u većoj mjeri pojavljuju i dokazi o prisutnosti ljudi na području Engleske. Ti dokazi pojavljuju se u obliku ritualnih spomenika, pogrebnih komora, kamenih nizova i krugova. Ti objekti postajali su s vremenom sve složeniji i ukazuju da je poznavanje astronomije igralo veoma važnu ulogu, iako vjerski običaji tadašnjih ljudi i nisu sasvim poznati. Najpoznatiji spomenici tog vremena u Engleskoj su ritualna središta u Aveburyju i Stonehengeu.",bos
